LastName,NumPeopleRace,RankRace,PercentRace,RankAll,NumPeopleAll
MCCLELLAN,"3,298",1204,13.20%,1294,"24,986"
DALEY,"3,296",1205,14.20%,1408,"23,132"
CHISHOLM,"3,285",1206,27.30%,2752,"12,027"
PENDLETON,"3,284",1207,20.50%,2076,"16,026"
HAYWARD,"3,281",1208,21.80%,2218,"15,044"
STREETER,"3,281",1208,29.00%,2921,"11,315"
NEWKIRK,"3,281",1208,32.30%,3223,"10,165"
WILKINSON,"3,280",1211,6.20%,576,"52,483"
RUSHING,"3,280",1211,17.40%,1739,"18,853"
MAYBERRY,"3,275",1213,23.30%,2359,"14,060"
HACKETT,"3,270",1214,16.70%,1671,"19,637"
DOWNS,"3,266",1215,9.80%,955,"33,494"
BURDEN,"3,265",1216,26.50%,2694,"12,299"
LYNN,"3,260",1217,8.80%,847,"37,125"
QUEEN,"3,260",1217,18.20%,1847,"17,881"
MINTER,"3,253",1219,33.10%,3336,"9,828"
LEBLANC,"3,249",1220,7.90%,767,"40,923"
LUSTER,"3,248",1221,47.50%,4741,"6,840"
MORELAND,"3,246",1222,18.90%,1921,"17,173"
WHITESIDE,"3,243",1223,29.50%,3026,"10,981"
VICKERS,"3,242",1224,15.00%,1535,"21,544"
EARL,"3,241",1225,21.10%,2170,"15,347"
BRASWELL,"3,241",1225,24.20%,2472,"13,383"
ELLINGTON,"3,231",1227,29.30%,3010,"11,030"
MOULTRIE,"3,227",1228,82.90%,7889,3893
PONDER,"3,224",1229,27.90%,2854,"11,550"
BOBO,"3,223",1230,36.40%,3686,"8,848"
DANCY,"3,221",1231,61.30%,6029,"5,251"
MAPP,"3,221",1231,70.00%,6754,"4,601"
WYCHE,"3,221",1231,74.70%,7149,4311
NOLAN,"3,216",1234,7.20%,705,"44,421"
BEAL,"3,213",1235,16.10%,1648,"19,922"
CHAMPION,"3,213",1235,19.00%,1953,"16,900"
LATHAM,"3,211",1237,15.30%,1572,"20,935"
HOLLINGSWORTH,"3,203",1238,13.80%,1396,"23,294"
FRASER,"3,200",1239,13.00%,1312,"24,616"
ALFRED,"3,199",1240,56.30%,5601,"5,682"
BOGAN,"3,196",1241,42.00%,4326,"7,603"
POINTER,"3,192",1242,45.60%,4630,"7,004"
GATEWOOD,"3,191",1243,39.90%,4096,"7,999"
MOORER,"3,191",1243,71.70%,6946,"4,451"
RUTHERFORD,"3,189",1245,11.60%,1167,"27,539"
DOCKERY,"3,188",1246,28.70%,2983,"11,108"
HIGH,"3,187",1247,24.10%,2500,"13,236"
TEAGUE,"3,185",1248,13.40%,1371,"23,731"
CADE,"3,184",1249,41.40%,4264,"7,693"
MOYE,"3,178",1250,45.20%,4609,"7,036"
DRAPER,"3,177",1251,13.70%,1397,"23,242"
REECE,"3,176",1252,13.70%,1400,"23,216"
RIVERA,"3,174",1253,1.10%,59,"299,463"
BLANCHARD,"3,173",1254,8.60%,860,"36,764"
MABRY,"3,173",1254,25.40%,2654,"12,508"
LAWS,"3,170",1256,22.80%,2391,"13,891"
HUNTLEY,"3,169",1257,26.00%,2715,"12,175"
BOWLES,"3,168",1258,13.70%,1405,"23,157"
TOWNES,"3,164",1259,68.30%,6717,"4,633"
DINKINS,"3,163",1260,54.50%,5505,"5,806"
GARVIN,"3,160",1261,24.30%,2551,"13,027"
JOHNSTON,"3,159",1262,2.50%,207,"128,935"
BROUGHTON,"3,155",1263,27.30%,2844,"11,574"
HOLIDAY,"3,152",1264,48.60%,4968,"6,491"
RUFF,"3,151",1265,21.00%,2220,"15,035"
STRINGER,"3,136",1266,18.90%,1999,"16,634"
FORTE,"3,136",1266,27.50%,2891,"11,387"
BLANKS,"3,126",1268,52.50%,5384,"5,956"
GREENWOOD,"3,123",1269,12.90%,1334,"24,301"
LOCKE,"3,121",1270,11.80%,1210,"26,516"
WHALEY,"3,104",1271,14.10%,1484,"22,000"
HADLEY,"3,104",1271,15.00%,1590,"20,710"
PHILLIP,"3,103",1273,51.80%,5351,"5,994"
BILLINGSLEY,"3,101",1274,27.10%,2876,"11,460"
BESS,"3,091",1275,33.50%,3532,"9,229"
ALDRIDGE,"3,089",1276,13.90%,1472,"22,160"
WOODRUFF,"3,083",1277,12.00%,1258,"25,626"
ELDRIDGE,"3,078",1278,12.60%,1322,"24,510"
SUMPTER,"3,078",1278,41.00%,4375,"7,504"
BARRY,"3,077",1280,6.80%,691,"45,044"
QUICK,"3,072",1281,12.70%,1347,"24,095"
BIBBS,"3,072",1281,79.50%,7948,3862
WEEMS,"3,071",1283,32.20%,3432,"9,544"
CLIFTON,"3,068",1284,12.50%,1320,"24,523"
STUCKEY,"3,068",1284,27.00%,2898,"11,374"
AUGUSTIN,"3,066",1286,53.50%,5566,"5,731"
SWANN,"3,062",1287,25.60%,2773,"11,941"
LANCASTER,"3,055",1288,9.60%,1009,"31,686"
LEGGETT,"3,052",1289,24.60%,2678,"12,406"
THORNE,"3,049",1290,16.70%,1812,"18,222"
TEMPLE,"3,048",1291,14.00%,1507,"21,771"
BRAGG,"3,046",1292,14.10%,1536,"21,540"
LATTIMORE,"3,042",1293,66.40%,6787,"4,578"
DRIVER,"3,040",1294,20.20%,2219,"15,036"
FENNELL,"3,040",1294,27.90%,3052,"10,884"
GASKIN,"3,039",1296,45.00%,4779,"6,754"
MARION,"3,037",1297,21.10%,2307,"14,364"
LOVELACE,"3,032",1298,22.70%,2478,"13,359"
DYE,"3,031",1299,11.00%,1163,"27,627"
HARDAWAY,"3,031",1299,63.20%,6528,"4,793"
MEDLEY,"3,026",1301,23.00%,2520,"13,152"
LIGGINS,"3,018",1302,87.00%,8723,3468
NEWSON,"3,016",1303,70.20%,7159,"4,299"
BROWNING,"3,011",1304,7.10%,732,"42,642"
LINTON,"3,011",1304,22.00%,2428,"13,660"
SNEAD,"3,010",1306,30.00%,3276,"10,022"
THIGPEN,"3,009",1307,33.20%,3599,"9,068"
FLORENCE,"3,007",1308,33.60%,3652,"8,943"
DODD,"3,006",1309,10.00%,1065,"30,029"
FAVORS,"3,002",1310,77.20%,7896,3889
MICHAEL,"3,000",1311,7.60%,798,"39,369"
WOODLEY,"2,995",1312,45.40%,4880,"6,603"
BIGGS,"2,994",1313,13.20%,1448,"22,634"
BURNETTE,"2,993",1314,18.20%,2026,"16,409"
WOODY,"2,992",1315,16.60%,1825,"18,069"
CHESTNUT,"2,991",1316,38.50%,4220,"7,772"
HEWITT,"2,990",1317,10.40%,1114,"28,857"
BUNCH,"2,990",1317,13.90%,1529,"21,574"
BRACEY,"2,988",1319,58.40%,6162,"5,119"
ALLEYNE,"2,988",1319,87.10%,8797,3430
BARFIELD,"2,986",1321,23.60%,2622,"12,670"
SPRINGER,"2,983",1322,9.60%,1031,"31,044"
FROST,"2,979",1323,7.30%,774,"40,582"
PULLIAM,"2,974",1324,27.20%,3044,"10,923"
BAYLOR,"2,972",1325,48.80%,5261,"6,090"
ROLLE,"2,968",1326,75.10%,7752,3952
DOBSON,"2,957",1327,16.10%,1798,"18,342"
PIERRELOUIS,"2,953",1328,85.40%,8757,3456
COATS,"2,951",1329,19.30%,2185,"15,265"
SHIVERS,"2,950",1330,44.30%,4836,"6,658"
KYLES,"2,950",1330,74.20%,7717,3974
CONEY,"2,948",1332,65.70%,6900,"4,487"
RAINES,"2,946",1333,14.50%,1614,"20,373"
SAVOY,"2,946",1333,40.30%,4464,"7,304"
MOTON,"2,946",1333,84.60%,8688,3482
POLITE,"2,945",1336,83.90%,8624,3511
HERNDON,"2,944",1337,15.60%,1742,"18,838"
DAVISON,"2,943",1338,13.60%,1524,"21,627"
CARLTON,"2,943",1338,14.20%,1587,"20,727"
WOODEN,"2,943",1338,43.30%,4768,"6,796"
GATLIN,"2,930",1341,28.80%,3226,"10,162"
MOUTON,"2,930",1341,48.70%,5335,"6,015"
LANGFORD,"2,928",1343,15.70%,1763,"18,650"
BARBOUR,"2,928",1343,20.60%,2338,"14,188"
MCLEMORE,"2,924",1345,28.00%,3157,"10,448"
VINES,"2,922",1346,29.70%,3339,"9,823"
CHISOLM,"2,917",1347,72.70%,7642,4012
SADLER,"2,915",1348,13.90%,1571,"20,939"
DANDRIDGE,"2,910",1349,73.30%,7723,3971
YOUNGER,"2,907",1350,27.80%,3158,"10,444"
BINGHAM,"2,902",1351,11.90%,1332,"24,327"
BRYSON,"2,900",1352,16.40%,1867,"17,680"
WADDELL,"2,897",1353,13.90%,1576,"20,885"
PARRIS,"2,897",1353,24.20%,2764,"11,977"
MOHAMMED,"2,896",1355,30.20%,3419,"9,585"
BEY,"2,894",1356,60.20%,6510,"4,809"
SAMS,"2,884",1357,18.70%,2158,"15,446"
GIBBONS,"2,882",1358,9.90%,1104,"28,993"
WHITNEY,"2,881",1359,8.40%,934,"34,251"
PRATHER,"2,875",1360,18.40%,2129,"15,631"
GUNTER,"2,874",1361,12.10%,1368,"23,775"
GILLIS,"2,873",1362,15.60%,1786,"18,438"
DOWELL,"2,873",1362,18.90%,2192,"15,226"
BOWSER,"2,873",1362,20.40%,2356,"14,071"
SOWELL,"2,866",1365,31.50%,3590,"9,093"
MINGO,"2,866",1365,66.30%,7125,"4,325"
JARVIS,"2,860",1367,8.40%,939,"34,050"
DOWDELL,"2,858",1368,60.90%,6647,"4,690"
MOFFETT,"2,854",1369,24.80%,2863,"11,524"
SAM,"2,849",1370,29.70%,3413,"9,600"
EARLY,"2,846",1371,20.50%,2396,"13,855"
PENNINGTON,"2,844",1372,7.10%,779,"40,339"
TRENT,"2,841",1373,15.20%,1759,"18,679"
TORRENCE,"2,839",1374,46.10%,5210,"6,160"
WALTER,"2,838",1375,6.00%,651,"47,615"
WHITMORE,"2,836",1376,18.70%,2202,"15,135"
COFIELD,"2,836",1376,55.50%,6172,"5,112"
POE,"2,835",1378,12.40%,1433,"22,865"
CARLISLE,"2,832",1379,14.40%,1663,"19,718"
MOSELEY,"2,832",1379,16.90%,1981,"16,736"
CATO,"2,823",1381,35.60%,4125,"7,940"
FOY,"2,821",1382,20.70%,2432,"13,630"
DOE,"2,818",1383,24.30%,2834,"11,603"
NIX,"2,813",1384,12.30%,1437,"22,814"
GREY,"2,812",1385,22.80%,2691,"12,338"
SPRIGGS,"2,809",1386,41.40%,4773,"6,778"
SHIPP,"2,806",1387,25.00%,2944,"11,231"
CANADA,"2,806",1387,31.50%,3663,"8,910"
SHABAZZ,"2,806",1387,91.80%,9761,3056
SEARCY,"2,804",1390,28.60%,3343,"9,790"
SAMPLE,"2,803",1391,24.60%,2885,"11,414"
WOLFE,"2,801",1392,3.40%,337,"83,112"
REMBERT,"2,796",1393,80.20%,8679,3487
BAGLEY,"2,792",1394,16.70%,1979,"16,739"
WEBBER,"2,788",1395,10.70%,1228,"26,178"
MONTAGUE,"2,785",1396,26.00%,3100,"10,720"
CLAIBORNE,"2,783",1397,57.00%,6418,"4,885"
DICKEY,"2,780",1398,11.90%,1388,"23,401"
LARKIN,"2,772",1399,12.10%,1418,"23,004"
FARROW,"2,767",1400,26.90%,3196,"10,282"
HATCHETT,"2,767",1400,51.90%,5942,"5,334"
FAULK,"2,762",1402,24.80%,2969,"11,148"
PETTIS,"2,761",1403,39.20%,4609,"7,036"
CAMP,"2,758",1404,9.40%,1087,"29,432"
CAGE,"2,751",1405,56.00%,6377,"4,914"
EDMONDSON,"2,750",1406,21.00%,2528,"13,107"
BIVENS,"2,749",1407,30.20%,3582,"9,113"
HEARN,"2,748",1408,18.70%,2270,"14,680"
DELOACH,"2,748",1408,30.40%,3617,"9,031"
JUSTICE,"2,746",1410,8.90%,1032,"30,956"
VERNON,"2,745",1411,15.90%,1911,"17,267"
CHEEKS,"2,745",1411,72.80%,8106,3769
JERNIGAN,"2,744",1413,17.90%,2182,"15,298"
WHITTAKER,"2,741",1414,16.70%,2023,"16,441"
CELESTINE,"2,740",1415,87.30%,9506,3137
MCKEE,"2,735",1416,6.30%,717,"43,555"
STAMPS,"2,732",1417,39.20%,4655,"6,962"
PEGUES,"2,730",1418,80.00%,8839,3411
TALBERT,"2,727",1419,24.00%,2900,"11,370"
MALLOY,"2,726",1420,17.00%,2070,"16,056"
SHULER,"2,726",1420,25.10%,3063,"10,844"
LANGLEY,"2,725",1422,10.30%,1208,"26,560"
BROOKINS,"2,721",1423,55.70%,6414,"4,887"
PIERSON,"2,720",1424,9.80%,1158,"27,730"
POWE,"2,713",1425,69.30%,7844,"3,915"
GIST,"2,709",1426,44.20%,5234,"6,126"
CARNEY,"2,708",1427,8.40%,984,"32,282"
CHAMBLISS,"2,706",1428,46.10%,5454,"5,868"
EZELL,"2,705",1429,24.80%,3042,"10,926"
GANDY,"2,703",1430,27.10%,3290,"9,990"
WILKS,"2,701",1431,31.10%,3749,"8,686"
VICTOR,"2,700",1432,27.00%,3282,"10,015"
KERR,"2,698",1433,6.30%,729,"42,758"
LAWTON,"2,696",1434,20.30%,2488,"13,272"
GREGG,"2,693",1435,10.60%,1267,"25,457"
NESMITH,"2,689",1436,39.00%,4698,"6,898"
TUBBS,"2,687",1437,22.00%,2709,"12,191"
BURLEY,"2,685",1438,30.70%,3725,"8,743"
HERNANDEZ,"2,684",1439,0.40%,15,"706,372"
BROCKINGTON,"2,684",1439,84.10%,9365,3191
BEAMON,"2,681",1441,65.00%,7440,"4,125"
JEANLOUIS,"2,681",1441,85.80%,9546,3124
GRANGER,"2,680",1443,16.00%,1986,"16,721"
ABERNATHY,"2,680",1443,16.50%,2051,"16,194"
KIRKSEY,"2,678",1445,51.20%,6050,"5,230"
DUKE,"2,676",1446,7.90%,952,"33,745"
BARKLEY,"2,676",1446,20.70%,2573,"12,940"
ROBY,"2,674",1448,29.80%,3630,"8,986"
BLACKBURN,"2,673",1449,7.00%,826,"38,137"
SUBER,"2,670",1450,64.40%,7415,"4,144"
NICKERSON,"2,664",1451,17.30%,2162,"15,409"
WINFREY,"2,663",1452,40.90%,4951,"6,518"
CODY,"2,660",1453,14.10%,1739,"18,853"
HUMPHRIES,"2,655",1454,14.90%,1857,"17,785"
SWAN,"2,654",1455,12.00%,1477,"22,082"
EDWARD,"2,654",1455,51.00%,6074,"5,207"
MCFARLANE,"2,653",1457,32.50%,3995,"8,160"
BOSTICK,"2,649",1458,34.80%,4314,"7,614"
BAINES,"2,646",1459,46.40%,5586,"5,702"
CLEMMONS,"2,644",1460,35.20%,4370,"7,515"
GADDY,"2,634",1461,33.20%,4138,"7,926"
PHIPPS,"2,631",1462,11.50%,1429,"22,919"
TRAMMELL,"2,630",1463,21.70%,2739,"12,098"
DORTCH,"2,627",1464,60.10%,7061,"4,368"
ZEIGLER,"2,621",1465,20.80%,2631,"12,626"
AGEE,"2,618",1466,24.70%,3126,"10,595"
GODWIN,"2,614",1467,11.80%,1480,"22,062"
ASH,"2,614",1467,12.80%,1609,"20,500"
MURDOCK,"2,612",1469,13.70%,1724,"19,041"
GRIGSBY,"2,611",1470,23.70%,3017,"11,017"
BUGGS,"2,611",1470,85.90%,9822,3038
JOLLY,"2,609",1472,17.20%,2198,"15,166"
BECKFORD,"2,609",1472,77.40%,8925,3371
HANSON,"2,607",1474,2.40%,251,"109,079"
BLANTON,"2,606",1475,11.00%,1375,"23,665"
BENFORD,"2,604",1476,69.20%,8122,"3,761"
PERRYMAN,"2,603",1477,29.00%,3638,"8,974"
DEBERRY,"2,602",1478,48.00%,5845,"5,424"
HASSAN,"2,600",1479,21.70%,2762,"11,993"
MINCEY,"2,599",1480,49.70%,6045,"5,233"
CRUTCHFIELD,"2,593",1481,29.50%,3703,"8,799"
KINSEY,"2,591",1482,16.90%,2169,"15,357"
LETT,"2,585",1483,43.10%,5351,"5,994"
MCAFEE,"2,575",1484,21.70%,2789,"11,855"
SPEIGHT,"2,575",1484,49.20%,6040,"5,237"
KENDALL,"2,566",1486,8.70%,1082,"29,524"
BODDIE,"2,563",1487,74.10%,8748,3458
DANTZLER,"2,561",1488,70.40%,8357,3640
GAUSE,"2,558",1489,48.90%,6042,"5,235"
MEYERS,"2,548",1490,4.50%,528,"56,744"
WHITING,"2,548",1490,16.20%,2116,"15,719"
BEAVERS,"2,547",1492,16.60%,2175,"15,316"
CALLAHAN,"2,546",1493,5.10%,617,"49,925"
RHONE,"2,545",1494,60.30%,7276,"4,224"
PETTIFORD,"2,543",1495,85.20%,9973,2985
JOYCE,"2,542",1496,7.50%,948,"33,843"
ABNEY,"2,541",1497,26.10%,3355,"9,743"
MAJORS,"2,539",1498,26.80%,3448,"9,480"
EMERSON,"2,534",1499,8.40%,1066,"30,028"
FLOURNOY,"2,531",1500,49.60%,6180,"5,104"
JILES,"2,525",1501,61.80%,7515,"4,086"
WHITLOCK,"2,524",1502,15.20%,2003,"16,603"
LEAK,"2,524",1502,60.60%,7376,"4,165"
GOULD,"2,523",1504,6.70%,836,"37,660"
SILAS,"2,516",1505,60.60%,7399,4153
COMPTON,"2,512",1506,7.20%,910,"34,788"
SNIPES,"2,511",1507,31.50%,4107,"7,984"
NEWBY,"2,507",1508,22.60%,2994,"11,079"
MILLIGAN,"2,506",1509,11.40%,1497,"21,887"
GETER,"2,506",1509,78.30%,9346,3200
JAMERSON,"2,505",1511,52.40%,6538,"4,782"
GOLDSMITH,"2,502",1512,15.40%,2046,"16,238"
GRICE,"2,502",1512,29.50%,3846,"8,483"
PURVIS,"2,498",1514,15.20%,2028,"16,381"
WHITTINGTON,"2,496",1515,14.50%,1924,"17,163"
TILLERY,"2,496",1515,32.60%,4285,"7,666"
KILGORE,"2,492",1517,11.70%,1548,"21,264"
LEMONS,"2,489",1518,20.70%,2756,"12,013"
SMOOT,"2,489",1518,27.80%,3646,"8,955"
CHISM,"2,488",1520,31.00%,4082,"8,030"
BUSBY,"2,485",1521,16.10%,2161,"15,424"
LIGHTFOOT,"2,482",1522,30.30%,3982,"8,190"
BASKERVILLE,"2,472",1523,72.20%,8808,3424
MCGRUDER,"2,470",1524,76.90%,9314,3213
MEREDITH,"2,463",1525,10.30%,1358,"23,937"
MCCAULEY,"2,462",1526,10.30%,1360,"23,926"
WHATLEY,"2,462",1526,22.30%,3008,"11,039"
CADET,"2,460",1528,82.60%,9988,2979
ODEN,"2,459",1529,31.60%,4218,"7,786"
SPEED,"2,457",1530,34.70%,4589,"7,082"
SEYMOUR,"2,452",1531,10.00%,1327,"24,427"
AGNEW,"2,452",1531,25.40%,3398,"9,644"
LAND,"2,451",1533,11.80%,1594,"20,687"
VEREEN,"2,449",1534,73.90%,9064,3316
DALLAS,"2,446",1535,27.80%,3698,"8,811"
BOYER,"2,445",1536,4.90%,622,"49,601"
EUGENE,"2,445",1536,77.40%,9436,3160
BLACKSHEAR,"2,441",1538,67.20%,8370,"3,633"
GILLIARD,"2,441",1538,70.50%,8741,3461
COKER,"2,438",1540,10.80%,1447,"22,636"
AUGUSTINE,"2,437",1541,18.60%,2534,"13,093"
LANDRUM,"2,437",1541,20.60%,2790,"11,851"
BRATHWAITE,"2,433",1543,86.50%,10473,2812
SPIKES,"2,429",1544,55.60%,7063,"4,367"
MANNS,"2,428",1545,41.00%,5414,"5,921"
BUIE,"2,428",1545,43.70%,5721,"5,556"
BASKIN,"2,426",1547,37.10%,4937,"6,537"
PITT,"2,424",1548,28.00%,3755,"8,666"
BETHEL,"2,423",1549,33.30%,4483,"7,285"
BARTLEY,"2,420",1550,15.00%,2055,"16,154"
JEFFERS,"2,418",1551,14.30%,1954,"16,895"
PRATER,"2,417",1552,13.00%,1769,"18,565"
COURTNEY,"2,411",1553,9.00%,1202,"26,668"
BUSSEY,"2,409",1554,34.10%,4595,"7,063"
DIALLO,"2,409",1554,90.50%,10975,2661
ESTES,"2,408",1556,6.70%,880,"35,839"
HAILEY,"2,407",1557,34.30%,4627,"7,008"
LUKE,"2,406",1558,14.10%,1940,"17,016"
STITH,"2,406",1558,47.80%,6250,"5,033"
ROWLAND,"2,405",1560,7.00%,925,"34,498"
FORT,"2,405",1560,30.40%,4151,"7,900"
HIGGS,"2,404",1562,24.00%,3275,"10,026"
HOLLY,"2,404",1562,27.10%,3680,"8,856"
STARLING,"2,400",1564,25.70%,3502,"9,337"
RANKINS,"2,398",1565,69.50%,8762,3450
JASPER,"2,397",1566,26.30%,3576,"9,125"
MALCOLM,"2,393",1567,24.80%,3399,"9,643"
VARNER,"2,391",1568,13.80%,1910,"17,274"
HAMLIN,"2,388",1569,14.60%,2031,"16,358"
SHELL,"2,388",1569,18.20%,2523,"13,143"
MAHONE,"2,388",1569,68.20%,8647,3499
HINSON,"2,387",1572,12.40%,1706,"19,293"
FRASIER,"2,387",1572,30.20%,4149,"7,903"
ARMOUR,"2,386",1574,30.90%,4250,"7,711"
HICKSON,"2,385",1575,44.60%,5929,"5,345"
MCMULLEN,"2,384",1576,11.90%,1642,"19,998"
PARNELL,"2,383",1577,16.90%,2358,"14,069"
BEDFORD,"2,381",1578,27.50%,3764,"8,651"
BRENT,"2,381",1578,32.00%,4408,"7,436"
THAMES,"2,381",1578,33.80%,4604,"7,052"
DOVE,"2,380",1581,16.90%,2351,"14,106"
SUTHERLAND,"2,379",1582,8.40%,1128,"28,417"
JEMISON,"2,379",1582,65.90%,8414,"3,608"
CROWELL,"2,378",1584,13.90%,1931,"17,136"
KYLE,"2,377",1585,13.40%,1861,"17,750"
YANCY,"2,376",1586,53.60%,6977,"4,429"
MCCORD,"2,372",1587,13.80%,1918,"17,216"
MCGRAW,"2,371",1588,11.50%,1592,"20,704"
CORNISH,"2,368",1589,30.00%,4160,"7,887"
MAYNARD,"2,367",1590,6.60%,884,"35,648"
BENDER,"2,366",1591,6.20%,821,"38,464"
HAMM,"2,362",1592,8.90%,1216,"26,392"
LOYD,"2,358",1593,17.60%,2464,"13,422"
SHIRLEY,"2,356",1594,8.60%,1176,"27,300"
SILVER,"2,356",1594,10.70%,1489,"21,956"
ABRAM,"2,355",1596,45.90%,6140,"5,136"
ABBOTT,"2,354",1597,4.60%,588,"51,620"
PEEPLES,"2,353",1598,33.80%,4657,"6,961"
FLOOD,"2,348",1599,14.10%,1998,"16,652"
PEREZ,"2,345",1600,0.50%,29,"488,521"
DOWDY,"2,345",1600,17.70%,2494,"13,249"
